,label,text,clean_text
5434,Fake,"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait.",says canada number ct scan machines per  people like onetenth country thats people wait
5435,Real,Says Hillary Clinton wanted the wall.,says hillary clinton wanted wall
5436,Real,Says Lake Erie contains more native fish than all the other Great Lakes combined.,says lake erie contains native fish great lakes combined
5437,Fake,There havent been tax cuts for the rich in Rhode Island.,havent tax cuts rich rhode island
5438,Real,On a timetable to withdraw from Iraq.,timetable withdraw iraq
5439,Real,"Says recent studies indicate that nationally, only 8 percent of white voting-age citizens but 25 percent of African-American voting-age citizens lack government-issued photo IDs.",says recent studies indicate nationally  percent white votingage citizens  percent africanamerican votingage citizens lack governmentissued photo ids
5440,Real,Cincinnati is already one of the biggest cities in the country to run 100 percent on clean energy.,cincinnati already one biggest cities country run  percent clean energy
5441,Fake,Says over 50 percent of U.S. job growth in June came from Wisconsin.,says  percent us job growth june came wisconsin
5442,Real,Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,less  percent registered users states allowing medical marijuana cancer aids
5443,Real,Kelly Ayotte has voted to defund Planned Parenthood six times.,kelly ayotte voted defund planned parenthood six times
5444,Real,"When Deborah took office, the (Sellwood Bridge) project had languished for years, with only $11 million in funds. With her leadership the remaining funding was secured that got the project moving forward.",deborah took office sellwood bridge project languished years  million funds leadership remaining funding secured got project moving forward
5445,Real,71% of WIs roads are in poor or mediocre condition and 14% of WIs bridges are structurally deficient or functionally obsolete.,wis roads poor mediocre condition  wis bridges structurally deficient functionally obsolete
5446,Real,Hillary [Clinton] wants to raise taxes by over a trillion dollars.,hillary clinton wants raise taxes trillion dollars
5447,Fake,"We are seeing dramatic rate cuts to Medicare that will affect seniors ability to keep their doctor, hospital and prevention services.",seeing dramatic rate cuts medicare affect seniors ability keep doctor hospital prevention services
5448,Fake,We had a press conference here that interestingly no one in the mainstream media covered.,press conference interestingly one mainstream media covered
5449,Real,"As a student at Occidental College in Los Angeles from 1979 to 1981, there were days where folks couldnt go outside. because of all the pollution in the air.",student occidental college los angeles   days folks couldnt go outside pollution air
5450,Real,Spanish was the first European language spoken in this country.,spanish first european language spoken country
5451,Real,"By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance for the first time in 17 years.",one leading measure business owners pay wages salaries finally growing faster spend health insurance first time  years
5452,Real,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.",someone room measles leaves walk two hours later could get measles person
5453,Real,St. Pete Beachs local version of Amendment 4 resulted in seemingly endless lawsuits (that) decimated the citys legal budget and forced the city to raise the property tax rate.,st pete beachs local version amendment  resulted seemingly endless lawsuits decimated citys legal budget forced city raise property tax rate
5454,Real,Americans now support strikes (against ISIS) but the support for ground troops is not there. The support is very thin.,americans support strikes isis support ground troops support thin
5455,Fake,"In 1972, we had a 179,000 human beings in jail in this country. Today, it's 2.3-million, and 70 percent of them are black, African-American.",human beings jail country today million  percent black africanamerican
5456,Real,"While she was mayor, Lois Frankel took a police helicopter ride to go to a dinner party.",mayor lois frankel took police helicopter ride go dinner party
5457,Fake,"Says Texas lawmakers agreed to cut states rainy day fund in half, spending $4 billion from current $8 billion.",says texas lawmakers agreed cut states rainy day fund half spending  billion current  billion
5458,Real,Says the Senate will have a record number of female senators in 2013.,says senate record number female senators
5459,Real,"We balanced the budget with the 1997 Balanced Budget Act, and ultimately had four consecutive balanced budgets.",balanced budget  balanced budget act ultimately four consecutive balanced budgets
5460,Real,About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.,percent registered democrats new th congressional district come old district
5461,Real,"Says a gun bill before the Senate would make it a federal felony to leave town for more than seven days, and leave someone else at home with your firearms.",says gun bill senate would make federal felony leave town seven days leave someone else home firearms
5462,Real,The average family not in the top 10 percent makes less money today than they were making a generation ago.,average family top  percent makes less money today making generation ago
5463,Real,She led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.,led fight stop health insurance rate hikes saved rhode island families  million
5464,Real,Why is January 8th an important date in American history? This day in 1835 is the only day in our history when we have not been in debt.,january th important date american history day  day history debt
5465,Fake,The Obama administration manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.,obama administration manipulated deportation data make appear border patrol deporting illegal immigrants bush administration
5466,Fake,Idaho Republican Rep. Mike Simpson is a liberal who voted with Nancy Pelosi to fund sex study programs of San Francisco prostitutes and to regulate the sale of firearms.,idaho republican rep mike simpson liberal voted nancy pelosi fund sex study programs san francisco prostitutes regulate sale firearms
5467,Real,"Says Arizona congressional candidate Christine Jones called Hillary Clinton a capable and respected leader, and an effective secretary of state. ...Hillary Clinton effective? Christine Jones thinks so.",says arizona congressional candidate christine jones called hillary clinton capable respected leader effective secretary state hillary clinton effective christine jones thinks
5468,Real,Virtually no Republican in Washington accepts climate change science.,virtually republican washington accepts climate change science
5469,Fake,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.",us senate candidate spoke bombing syria challenged georgias governor insurance commissioner obstruction affordable care act
5470,Fake,"The economic impact of new Atlanta Braves stadium includes 9,241 new jobs and $295 million in wages.",economic impact new atlanta braves stadium includes  new jobs  million wages
5471,Real,"In Oregon, women earn an average of 79 cents for every dollar that men earn for doing the same job. Thats just wrong.",oregon women earn average  cents every dollar men earn job thats wrong
5472,Real,"It is wrong for the average federal worker today to make more than $100,000 while the average private-sector worker makes less than $70,000.",wrong average federal worker today make  average privatesector worker makes less
5473,Real,Tim Pawlenty has cut education funding in Minnesota. Classrooms are overcrowded. Districts have gone to four-day school weeks.,tim pawlenty cut education funding minnesota classrooms overcrowded districts gone fourday school weeks
5474,Fake,"Loretta Lynch, the new nominee for attorney general, was a member of Bill Clintons defense team during the 1992 Whitewater corruption probe.",loretta lynch new nominee attorney general member bill clintons defense team  whitewater corruption probe
5475,Real,Rhode Islands legislature is the strongest in the country.,rhode islands legislature strongest country
5476,Fake,"We win when voter turnout is high, we lose when it is low.",win voter turnout high lose low
5477,Fake,"Look, we are at war with these people and they dont wear uniforms. This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.",look war people dont wear uniforms war people vicious violent people idea come allowing tens thousands country
5478,Real,"In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.",three months act took effect america lost  jobs month last three months weve lost  jobs month
5479,Real,"In 2010, uninsured voters made up about 5 percent of the electorate.",uninsured voters made  percent electorate
5480,Real,The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' ,mayor said happen country undocumented status    welcome want well protect
5481,Real,Marriage decreases the probability of child poverty by 82 percent.,marriage decreases probability child poverty  percent
5482,Fake,"Out of the total U.S. military budget, significantly less than 10 percent of that money is used to fight international terrorism.",total us military budget significantly less  percent money used fight international terrorism
5483,Real,Says it will cost $220 per square foot in hard construction costs to rebuild Portland Public high schools.,says cost  per square foot hard construction costs rebuild portland public high schools
5484,Real,It is a greater crime to have an untagged alligator than to host an open house party (for kids).,greater crime untagged alligator host open house party kids
5485,Real,We spend more money on lobbying than we do on campaigns.,spend money lobbying campaigns
5486,Real,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,senators accepted millions campaign contributions financial industry voted allowing bankruptcy judges modify home mortgages
5487,Real,During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.,first four years washington sen ayotte voted koch brothers nearly  percent time
5488,Real,"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture.",comes fighting terrorism another thing know work based lots empirical evidence torture
5489,Real,"The federal Consumer Financial Protection Bureau is collecting financial information, monitoring financial information of millions of Americans without their knowledge and storing it for up to 10 years.",federal consumer financial protection bureau collecting financial information monitoring financial information millions americans without knowledge storing  years
5490,Real,"So far, the Recovery Act is responsible for the jobs of about 2 million Americans who would otherwise be unemployed. ... [And] the Recovery Act is on track to save or create another 1.5 million jobs in 2010.",far recovery act responsible jobs  million americans would otherwise unemployed  recovery act track save create another  million jobs
5491,Fake,"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",texas university   faculty members brought enough money pay salaries overhead past five years
5492,Real,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",says  republican party platform supported equal pay minimum wage asylum refugees protections unions
5493,Real,"Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings",minnesota kicking butt relative wisconsin everything employment job creation school test scores educated work force host factors rankings
5494,Fake,Says he didnt tell viewers that the Obama campaign hid news about the motives behind the attack in Benghazi because Obama was running for re-election.,says didnt tell viewers obama campaign hid news motives behind attack benghazi obama running reelection
5495,Real,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.",last six years state illinois spent  million illegal immigrants
5496,Fake,There are more people killed with baseball bats and hammers than are killed with guns.,people killed baseball bats hammers killed guns
5497,Real,"If Florida expanded Medicaid, some studies indicate it would create about 120,000 jobs.",florida expanded medicaid studies indicate would create  jobs
5498,Real,One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.,one extra year schooling girls reduces infant mortality rates among children  percent
5499,Fake,The debt limit deal allows President Obama to borrow unlimited amounts of money.,debt limit deal allows president obama borrow unlimited amounts money
5500,Real,Oil money from federal leases can only be used to clean up the mess and damages from drilling.,oil money federal leases used clean mess damages drilling
5501,Fake,"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.",every piece legislation ever introduced us senate republican cosponsor
5502,Real,The Fulton County vote count will be finished by 11:30 p.m. on election night.,fulton county vote count finished  pm election night
5503,Fake,Says Obamacare is the largest middle-class tax increase in history.,says obamacare largest middleclass tax increase history
5504,Fake,Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.,wendy davis raised money us house democrat member democratic socialists group
5505,Real,On support for Common Core education standards,support common core education standards
5506,Fake,"The failed economic policies of President Barack Obama, the Democrats and the Federal Reserve are making gas prices higher while Americas economy is running on fumes.",failed economic policies president barack obama democrats federal reserve making gas prices higher americas economy running fumes
5507,Fake,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",says mitch mcconnell voted raise medicare costs current kentucky senior
5508,Fake,Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.,says president university texas raised fouryear student graduation rates  percent
5509,Fake,"Im 59. In either Canada or Great Britain, if I broke my hip, I couldnt get it replaced.",im  either canada great britain broke hip couldnt get replaced
5510,Real,Texas children may have a teacher who never spent one minute practicing teaching.,texas children may teacher never spent one minute practicing teaching
5511,Real,"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes.",marco rubio made clear think donald trump con man hewent say doesnt trust donald trump nuclear codes
5512,Fake,The Foreign Intelligence Surveillance Court is transparent.,foreign intelligence surveillance court transparent
5513,Fake,Says Governor-elect Scott Walkers choice as transition team leader killed the release of a damaging report on Walkers record in the days leading up to the election.,says governorelect scott walkers choice transition team leader killed release damaging report walkers record days leading election
5514,Real,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",romney refused pardon decorated soldier returning iraq charged crime involving bb gun
5515,Real,The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.,united states decided waterboarding torture back courtmartialed american soldiers waterboarding philippine insurgents philippine revolution
5516,Real,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",well know teamsters wanted drill alaska voted drilling alaska like im slam dunk every issue
5517,Fake,HIV/AIDS among women is skyrocketing in Austin.,hivaids among women skyrocketing austin
5518,Real,Says Craig Huey called Planned Parenthood a murder mill.,says craig huey called planned parenthood murder mill
5519,Fake,More whites believe in ghosts than believe in racism.,whites believe ghosts believe racism
5520,Fake,The conviction rate is almost exactly the same for whites and blacks who commit murder.,conviction rate almost exactly whites blacks commit murder
5521,Fake,"My plan actually gives the middle class the greatest break: $2,000 per family.",plan actually gives middle class greatest break  per family
5522,Real,Rick Scott has paid down our debt by about $2 billion. Charlie Crists debt went up about $5 billion.,rick scott paid debt  billion charlie crists debt went  billion
5523,Fake,(New Jersey Network) is the only news station which covers New Jersey government.,new jersey network news station covers new jersey government
5524,Real,The highest economic growth decade was the 1960s. Income tax rates were 90 percent.,highest economic growth decade income tax rates  percent
5525,Fake,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,obamacare doesnt require members congress abide rules americans
5526,Real,She [Hillary Clinton] has also said unequivocally that she didnt receive classified documents.,hillary clinton also said unequivocally didnt receive classified documents
5527,Fake,Takes credit for reining in state spending when he was governor.,takes credit reining state spending governor
5528,Real,"Says she is entering in the most diverse class ever, of U.S. Representatives",says entering diverse class ever us representatives
5529,Fake,"In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.",jurisdictions domestic partnership registry enacted seen fewer people enter marriage
5530,Real,Says Donald Trump hired illegal workers from Poland and he had to pay a million dollars or so in a judgment.,says donald trump hired illegal workers poland pay million dollars judgment
5531,Fake,"Says state Sen. Steve Ogden was the driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against gun freedoms.",says state sen steve ogden driving force behind business income tax hurting small business crafted robin hood school finance scheme making property taxes skyrocket wrote budget result  billion deficit voted gun freedoms
5532,Fake,"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",know first president first commander chief prayed every day field manual prayers
5533,Fake,"On three occasions, judges had to stop Jason Kander from manipulating elections.",three occasions judges stop jason kander manipulating elections
5534,Real,"Nobody knows about it, nobody talks about it, but under Obama, millions of people have been moved out of this country, theyve been deported.",nobody knows nobody talks obama millions people moved country theyve deported
5535,Real,"We have a tax code that allows groups to use their political operations within the tax code, under the guise of a charity, to use undisclosed millions of dollars to do political campaigns.",tax code allows groups use political operations within tax code guise charity use undisclosed millions dollars political campaigns
5536,Fake,Congressman Renacci is under FBI investigation.,congressman renacci fbi investigation
5537,Real,"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.",past year alone ohio businesses created jobs almost every state country
5538,Real,Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,gov bob mcdonnellsbudget plantakesmoney classrooms pave roads
5539,Fake,U.S. Rep. John Barrow of Georgia has helped support the implementation of Obamacare.,us rep john barrow georgia helped support implementation obamacare
5540,Fake,A YouGov.com poll shows 71 percent of Obama voters regret voting for him.,yougovcom poll shows  percent obama voters regret voting
5541,Fake,The auto companies have now repaid taxpayers every dime and more of what my administration invested in.,auto companies repaid taxpayers every dime administration invested
5542,Fake,Were the highest taxed nation in the world.,highest taxed nation world
5543,Real,"According to crime statistics, riding MARTA has been becoming more and more safe over the years.",according crime statistics riding marta becoming safe years
5544,Real,Geithner's failure to pay self-employment taxes while working for the IMF is a mistake that is commonly made for people who are working internationally or for international institutions.,geithners failure pay selfemployment taxes working imf mistake commonly made people working internationally international institutions
5545,Real,Obama opposed exploring for energy in Alaska.,obama opposed exploring energy alaska
5546,Real,Texas has lost the most law enforcement officers in the line of duty of any state in America.,texas lost law enforcement officers line duty state america
5547,Real,"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",rick scott heavily invested company geared helping illegal aliens transfer money family friends country
5548,Real,Says President Obamas proposed oil tax would cost consumers 24 cents a gallon.,says president obamas proposed oil tax would cost consumers  cents gallon
5549,Fake,Says the Obama administration invited Russia into Syria.,says obama administration invited russia syria
5550,Real,The average Republican voter thinks there should be some revenue as part of this deal.,average republican voter thinks revenue part deal
5551,Real,Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,says state senate recall challenger sandy pasch voted cut school aid nearly  million
5552,Real,"Says her actions as Wisconsin commerce secretary brought the state 84,000 more Wisconsin jobs than we have today.",says actions wisconsin commerce secretary brought state  wisconsin jobs today
5553,Real,"Says she introduced a ban on ""dirty dancing.""",says introduced ban dirty dancing
5554,Real,"Sen. Rubios (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.",sen rubios tax plan would cut taxes households making around  million year almost  way three times earnings typical family
5555,Real,More than 72 percent of children in the African-American community are born out of wedlock.,percent children africanamerican community born wedlock
5556,Real,On bringing casino gambling and other gaming to Georgia,bringing casino gambling gaming georgia
5557,Fake,"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",reality roughly  undocumented immigrants living state
5558,Fake,"Says Hillary Clinton has taken hundreds of millions from those countries where women are stoned, where women are killed for adulteryand women cant drive.",says hillary clinton taken hundreds millions countries women stoned women killed adulteryand women cant drive
5559,Real,"Says when she helped get $15 billion more for veterans care, Kucinich voted No.",says helped get  billion veterans care kucinich voted
5560,Real,Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,mitt romney received exactly zero votes least  cuyahoga county precincts
5561,Real,Russia and China are doing naval exercises together someplace.,russia china naval exercises together someplace
5562,Fake,Ron Oakleys conservative leadership protected local taxpayers over government bureaucrats as theWater Management Districts budget decreased by 58 percent in the four years he served on the board.,ron oakleys conservative leadership protected local taxpayers government bureaucrats thewater management districts budget decreased  percent four years served board
5563,Real,"Under the cromnibus law, taxpayers must guarantee incredibly risky derivatives deals made by the nations largest banks.",cromnibus law taxpayers must guarantee incredibly risky derivatives deals made nations largest banks
5564,Real,Kewpie burgers are delicious. An Ohio institution. And theyll cost less thanks to John Kasichs tax cut.,kewpie burgers delicious ohio institution theyll cost less thanks john kasichs tax cut
5565,Real,"This year, the overwhelming majority of new jobs are part time.",year overwhelming majority new jobs part time
5566,Real,Seventy percent of all Texans are overweight or obese.,seventy percent texans overweight obese
5567,Fake,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,say water fluoridation started nazi germany ghettos death camps pacify jews
5568,Fake,Says his plan would cut taxes without increasing the deficit.,says plan would cut taxes without increasing deficit
5569,Real,"The senior senator from Arizona (John McCain) said he couldnt support repealing dont ask, dont tell because of the economy.",senior senator arizona john mccain said couldnt support repealing dont ask dont tell economy
5570,Real,We have the third-lowest minimum wage of developed countries.,thirdlowest minimum wage developed countries
5571,Real,Big rooftop solars plan forces Nevada families who dont have solar panels to pay higher power bills to subsidize rooftop solar.,big rooftop solars plan forces nevada families dont solar panels pay higher power bills subsidize rooftop solar
5572,Real,"Hillary Clinton said, with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump",hillary clinton said straight face terrorist attacks weekend caused donald trump
5573,Fake,"An April 7, 2015 referendum would take the choice of chief justice of the Wisconsin Supreme Court away from the people.",april   referendum would take choice chief justice wisconsin supreme court away people
5574,Real,"For NATO exercises, we dont have enough of our own hardware and equipment even for training purposes. So the Britsare spotting us choppers.",nato exercises dont enough hardware equipment even training purposes britsare spotting us choppers
5575,Fake,Says Mitch McConnell voted three times for corporate tax breaks that send Kentucky jobs overseas.,says mitch mcconnell voted three times corporate tax breaks send kentucky jobs overseas
5576,Real,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.",candidate president obama declared everyone deserves access reproductive health care includes abortion vowed right would heart health care reform plan elected president
5577,Fake,Sean Duffy backed plan to privatize Social Security.,sean duffy backed plan privatize social security
5578,Real,"Says DonaldTrump proposes tax cuts, too -- $3 trillion for millionaires like himself and $2 trillion for corporations like his.",says donaldtrump proposes tax cuts   trillion millionaires like  trillion corporations like
5579,Real,Says Ann Kirkpatrick walked out on constituents when questioned on the Affordable Care Act.,says ann kirkpatrick walked constituents questioned affordable care act
5580,Fake,Says library district would come at no direct cost to the city budget.,says library district would come direct cost city budget
5581,Real,Says Mark Warner has supported Harry Reid down the line.,says mark warner supported harry reid line
5582,Real,"The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.",iran deal violates promises president made american people anytime anywhere inspection process
5583,Real,"Under a House Republican appropriations bill, 6 million seniors are deprived of meals.",house republican appropriations bill  million seniors deprived meals
5584,Real,The national debt is larger than our entire annual economy.,national debt larger entire annual economy
5585,Real,"Last year, handguns killed 48 people in Japan, 8 in Great Britain, 34 in Switzerland, 52 in Canada, 58 in Israel, 21 in Sweden, 42 in West Germany and 10,728 in the United States.",last year handguns killed  people japan  great britain  switzerland  canada  israel  sweden  west germany  united states
5586,Fake,Says Barack Obama put in place a board that can tell people ultimately what treatments theyre going to receive.,says barack obama put place board tell people ultimately treatments theyre going receive
5587,Real,Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,kendrick meek claims hes candidate saidsonia sotomayor make excellent supreme court justice
5588,Real,"Says she heard more than 2,400 cases as a Wisconsin appeals court judge",says heard  cases wisconsin appeals court judge
5589,Real,"In altered photo, says Barack Obama wants more of Texans private data via health care.",altered photo says barack obama wants texans private data via health care
5590,Real,"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",states unemployment rate fifthhighest country full point nationwide rate higher ourneighboring states
5591,Fake,"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.",obamaclinton war coal cost michigan  jobs
5592,Fake,"For my energy plan, my economic plan, and the other proposals you'll hear tonight, I've offered spending cuts above and beyond their cost.",energy plan economic plan proposals youll hear tonight ive offered spending cuts beyond cost
5593,Fake,"There are about 350,000 people who succeed in crossing our borders illegally each year.",people succeed crossing borders illegally year
5594,Fake,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,six convictions connected allegation prosecutors gov scott walker center criminal scheme
5595,Real,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,wisconsin called badger state ancestors came hopes living american dream mining
5596,Real,"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.",says th grade  percent africanamerican boys  percent hispanic boys reading proficiency levels
5597,Real,"Florida retirees and families lost tens of thousands of dollars in deposits on failed Trump condo projects, but he pocketed their money and walked away.",florida retirees families lost tens thousands dollars deposits failed trump condo projects pocketed money walked away
5598,Real,Unemployment in the city of St. Petersburg is below the state average.,unemployment city st petersburg state average
5599,Real,"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",day republican state leader resigned disgrace shredit truck rolled republican headquarters
5600,Fake,Employers and schools have no right to conduct surveillance of a dorm room or a workers cubicle.,employers schools right conduct surveillance dorm room workers cubicle
5601,Fake,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renaccis Republican majority.,foreign chinese prostitution money allegedly behind groups funding congressman jim renaccis republican majority
5602,Fake,"Says my advocacy questioning contracting out in Parks delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.",says advocacy questioning contracting parks delayed altered renewal brooks contract reduced number contracted employees parks  fewer
5603,Real,Says Texas ranks first in executions among the states.,says texas ranks first executions among states
5604,Real,Greg Abbott has campaigned with a sexual predator who has bragged about having sex with underage girls.,greg abbott campaigned sexual predator bragged sex underage girls
5605,Fake,The people that perpetrated that travesty in San Bernardino had never been to the Middle East.,people perpetrated travesty san bernardino never middle east
5606,Real,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",tax rates significantly higher
5607,Real,Says he posted a win in the Republican Party of Wisconsin endorsement contest in the U.S. Senate primary.,says posted win republican party wisconsin endorsement contest us senate primary
5608,Real,"Wisconsin requires, by law, a photo ID to vote.",wisconsin requires law photo id vote
5609,Real,Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.,says north carolina rep renee ellmers republican vote amendment prioritize deportation sexual criminals illegal immigrants
5610,Real,Black people kill more black people every six months than the KKK did in 86 years.,black people kill black people every six months kkk  years
5611,Real,"U.S. Sen. Johnny Isakson has never proposed, nor voted in favor of, a substantial cut in federal spending and has voted for many substantial increases in federal spending.",us sen johnny isakson never proposed voted favor substantial cut federal spending voted many substantial increases federal spending
5612,Real,"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",john mccain voted establishing national holiday honor dr martin luther king jr
5613,Real,"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",risk analysts listed donald trump donald trump presidency one top threats facing global economy ahead terrorism
5614,Real,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",top  percent income earners united states made  percent income entire bottom  percent
5615,Fake,An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.,yearold girl investigated fbi pay  federal criminal fine found injured woodpecker put cage make sure bird ok
5616,Real,Says U.S. Senate candidate Tommy Thompson says hell do away with Medicare.,says us senate candidate tommy thompson says hell away medicare
5617,Real,"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",service men women discharged basis sexual orientation since dont ask dont tell policy implemented cost  million many forced special skills high demand translators engineers pilots
5618,Fake,"In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.",congress tom barrett voted allow abortions ninth month moments baby born
5619,Real,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.",bill clinton speeches fetched  two occurred years wife secretary state
5620,Fake,"When (Barack Obama) took office, 2.3 million people were out of work. Five-plus years later, we have 5 million-plus out of work.",barack obama took office  million people work fiveplus years later  millionplus work
5621,Fake,"Says in January 1992, George H. W. Bush probably had a 90 percent or even higher approval rating after the first Gulf War.",says january  george bush probably  percent even higher approval rating first gulf war
5622,Fake,"When LBJ started#WarOnPoverty, 14% of Americans lived in poverty. 50 yrs later, 14% still do. Theres a #BetterWay.",lbj started#waronpoverty  americans lived poverty  yrs later  still theres #betterway
5623,Real,"[Mitt] Romney and [Brendan] Doherty certainly have a lot in common, like flip-flopping on abortion -- in Dohertys case, in a little over a week.",mitt romney brendan doherty certainly lot common like flipflopping abortion  dohertys case little week
5624,Real,Our reserves are now in much better shape than they were just a few years ago.,reserves much better shape years ago
5625,Real,Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,says city comparable size austin smaller broken many congressional districts
5626,Real,"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.",states washington dc voters avoid wait voting election day
5627,Fake,"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",responding major snow event atlanta would like kansas city mo responding major earthquake
5628,Fake,Says Russian President Vladimir Putin calls me brilliant.,says russian president vladimir putin calls brilliant
5629,Real,A $5-a-night hotel/motel tax thats part of the transportation bill will hurt Georgias convention business by adding extra costs for large groups coming to the state.,anight hotelmotel tax thats part transportation bill hurt georgias convention business adding extra costs large groups coming state
5630,Real,Texas has a higher incarceration rate than Russia or Iran.,texas higher incarceration rate russia iran
5631,Fake,"In April 1997, there was a gas out conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.",april  gas conducted nationwide protest gas prices gasoline prices dropped  cents gallon overnight
5632,Fake,Sakineh Mohammadi Ashtiani was never sentenced to stoning.,sakineh mohammadi ashtiani never sentenced stoning
5633,Real,The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year.,georgia lottery paid  billion prizes last fiscal year
5634,Fake,"During the Reagan administration, ""Millions of people were thrown out of work.""",reagan administration millions people thrown work
5635,Real,Says Donald Trump supported impeachment of President (George W.) Bush.,says donald trump supported impeachment president george bush
5636,Real,Says student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,says student loan interest rates double  percent  percent july
